Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-02-24,29.62066271940448,30.13136380077352,28.913538145201187,29.777801513671875,69733200,0.0,0.0
2000-02-25,29.758142631891083,29.763053216483804,28.442105961041776,28.69745635986328,65301400,0.0,0.0
2000-02-28,28.363546065503012,28.952816413124268,27.695706338198924,28.77603530883789,76131800,0.0,0.0
2000-02-29,28.834955687622923,28.834955687622923,27.931408029836373,28.088546752929688,58437400,0.0,0.0
2000-03-01,28.167113107889993,29.571540295626487,27.951047386699763,28.54031753540039,106889800,0.0,0.0
2000-03-02,28.85460445169145,29.974218102982405,28.63853865933706,29.34566307067871,106932600,0.0,0.0
2000-03-03,29.777796895358282,31.074191747003166,29.502804048039668,30.209928512573242,101435200,0.0,0.0
2000-03-06,30.170651266163794,30.602782990028118,28.32427026419804,28.481409072875977,93609400,0.0,0.0
2000-03-07,30.209932093665223,30.64206376210517,28.893894739779938,29.18852996826172,135061000,0.0,0.0
2000-03-08,29.483141513023604,30.229550158922933,28.5992365376165,30.033126831054688,94290000,0.0,0.0
2000-03-09,29.954581141471863,31.427757263183594,29.856369400024416,31.427757263183594,88198800,0.0,0.0
2000-03-10,31.290249619153467,32.21343965813665,31.270607277898506,31.742023468017578,85589000,0.0,0.0
2000-03-13,30.681338375928448,31.506316744551366,30.64205369170831,30.799192428588867,61831800,0.0,0.0
2000-03-14,30.995606428690248,31.19202979008879,29.8956356048584,29.8956356048584,73489200,0.0,0.0
2000-03-15,29.71886410219485,30.367061402507098,29.443871308122986,29.974214553833008,53208000,0.0,0.0
2000-03-16,30.150995635736347,30.3867037449408,29.306374911087055,29.974214553833008,77300800,0.0,0.0
2000-03-17,29.934915895282096,31.27059455727631,29.699207896106646,31.23130989074707,81161600,0.0,0.0
2000-03-20,31.034889784336702,31.349167149241378,30.327765713301183,30.602758407592773,47773000,0.0,0.0
2000-03-21,30.406357145657505,32.409876802541916,30.327787747348314,32.292022705078125,81648800,0.0,0.0
2000-03-22,32.31166508238194,33.19557081411883,31.78132164333981,32.449161529541016,93975800,0.0,0.0
2000-03-23,33.56877136017357,35.47407903831098,33.50984431858169,35.1598014831543,148224000,0.0,0.0
2000-03-24,35.39549184072331,36.14190065867419,34.43301731231297,35.10085678100586,112196800,0.0,0.0
2000-03-27,33.8683030635387,34.020531190981025,32.66520979826873,32.70449447631836,111434000,0.0,0.0
2000-03-28,32.56701521190646,33.76519852187406,32.17416822503183,32.7830810546875,81114400,0.0,0.0
2000-03-29,33.05805633144546,34.23659666411731,33.03841399256759,33.68661117553711,64363800,0.0,0.0
2000-03-30,33.37234315099566,34.13839458294906,32.21344483086103,32.48843765258789,64178400,0.0,0.0
2000-03-31,33.31341746610754,34.02054189345416,32.72414710998535,33.39198684692383,64281400,0.0,0.0
2000-04-03,29.67958258664264,30.327779956172225,28.284976124927464,28.559968948364258,260118200,0.0,0.0
2000-04-04,28.77603490502378,28.913531317539253,26.693946372646636,27.833202362060547,181244400,0.0,0.0
2000-04-05,27.734984004549286,27.813553364335544,26.98857508657983,27.145713806152344,82887600,0.0,0.0
2000-04-06,27.617134756820146,27.656419443529707,26.7970669217581,27.027864456176758,66421400,0.0,0.0
2000-04-07,27.342158717105264,28.088568222313597,26.713603344298246,27.9903564453125,82613600,0.0,0.0
2000-04-10,27.852840431894872,27.852840431894872,27.027862083418437,27.047504425048828,60685400,0.0,0.0
2000-04-11,26.752868410727306,27.047503525382893,26.24216754532429,26.360021591186523,71961800,0.0,0.0
2000-04-12,25.81003909073477,25.84932377732645,24.749352552759365,24.945775985717773,153003800,0.0,0.0
2000-04-13,25.41719512458103,25.849326726389982,24.827924758477916,24.906494140625,94316200,0.0,0.0
2000-04-14,24.867195557180988,24.985049564560992,23.02081610822758,23.295808792114258,151217800,0.0,0.0
2000-04-17,23.335093967997068,23.885079347714168,22.942247268199136,23.845794677734375,119772200,0.0,0.0
2000-04-18,24.042225200691547,25.75110885466227,23.845801792189167,25.31897735595703,91794600,0.0,0.0
2000-04-19,25.59397270984362,25.613615052675424,24.552928539757886,24.72970962524414,53715400,0.0,0.0
2000-04-20,24.710063523559086,25.10291032043602,24.356501406369848,24.80827522277832,52387400,0.0,0.0
2000-04-24,21.13515745094972,21.37086552661087,20.42803322396627,20.93873405456543,313645800,0.0,0.0
2000-04-25,21.606579857903558,21.84228800180796,21.253017642046956,21.803003311157227,159517400,0.0,0.0
2000-04-26,21.99941971722771,22.352981819826013,21.17444147783167,21.370864868164062,107091200,0.0,0.0
2000-04-27,21.19407822174373,21.979771575654524,21.17443588789596,21.940486907958984,77669800,0.0,0.0
2000-04-28,22.235126249251827,22.3136955999559,21.449432742211126,21.920848846435547,78082600,0.0,0.0
2000-05-01,22.902980353172786,23.256542657081116,22.52977569904733,23.079761505126953,107811000,0.0,0.0
2000-05-02,22.88332044331887,23.099386129908144,21.842276680661442,21.96013069152832,97716200,0.0,0.0
2000-05-03,22.117275751619026,22.254772137286285,21.626217231378817,22.17620277404785,55354800,0.0,0.0
2000-05-04,22.09763433833829,22.392269462849466,21.783356872193032,22.136919021606445,43317200,0.0,0.0
2000-05-05,22.07800389509419,22.56906270059006,21.960149781775183,22.352996826171875,36402200,0.0,0.0
2000-05-08,22.294048917218845,22.43154525415323,21.901202240263444,21.940486907958984,36187600,0.0,0.0
2000-05-09,22.058348171392343,22.136917532643963,21.213727537937427,21.311939239501953,60778400,0.0,0.0
2000-05-10,21.292299488561124,21.331584173964373,20.663744522109134,20.801240921020508,67740000,0.0,0.0
2000-05-11,20.93873619023388,21.41015238963877,20.663743407247694,21.33158302307129,58390800,0.0,0.0
2000-05-12,21.508370433256477,21.920859729236735,21.44944339097358,21.626224517822266,37886000,0.0,0.0
2000-05-15,21.68514923920503,21.822645656482596,21.370871713999158,21.803003311157227,33899600,0.0,0.0
2000-05-16,21.86192177182479,22.19584151137647,21.704783070859293,21.8422794342041,48410600,0.0,0.0
2000-05-17,21.645854146857012,21.72442349040277,21.13515341380957,21.27264976501465,53242000,0.0,0.0
2000-05-18,21.39051120206925,21.39051120206925,20.703029207512383,20.801240921020508,53640400,0.0,0.0
2000-05-19,20.54589315335643,20.722674260794488,20.270900319563896,20.447681427001953,66578000,0.0,0.0
2000-05-22,20.467318823646316,20.50660350468978,19.622698181211774,20.172683715820312,69955000,0.0,0.0
2000-05-23,20.074467954248867,20.6048110411028,19.819117579096975,19.858402252197266,57963200,0.0,0.0
2000-05-24,19.83876511071044,20.919093903867942,19.799480427322898,20.604816436767578,85482400,0.0,0.0
2000-05-25,20.29054069712879,20.34946772722694,19.21021181199609,19.328065872192383,94348800,0.0,0.0
2000-05-26,19.504849361136387,19.681630473170856,18.97450602503298,19.308425903320312,55822000,0.0,0.0
2000-05-30,19.622696611302842,20.15303976295968,19.48520023865107,19.91733169555664,68536400,0.0,0.0
2000-05-31,20.000815815025277,20.02045815807956,19.50484665290459,19.661985397338867,54968200,0.0,0.0
2000-06-01,20.231615566907294,20.742316542382625,20.05483446001199,20.290542602539062,94507200,0.0,0.0
2000-06-02,20.742309167630037,20.978017226353106,20.428031755999278,20.84052085876465,80463200,0.0,0.0
2000-06-05,20.74721941324038,21.488717669192877,20.742308828763875,21.017301559448242,64400000,0.0,0.0
2000-06-06,21.429795044328838,21.960138276406635,21.311940992755993,21.881568908691406,99019000,0.0,0.0
2000-06-07,21.763719693988772,22.235136005049903,21.095879919985506,22.156566619873047,76310600,0.0,0.0
2000-06-08,22.49048780463805,22.667268931486735,21.44944339097358,21.626224517822266,94765600,0.0,0.0
2000-06-09,21.881575034381473,21.901217381809104,21.469085738401212,21.626224517822266,35710200,0.0,0.0
2000-06-12,21.68514104825314,21.68514104825314,20.86016285620003,21.017301559448242,49260600,0.0,0.0
2000-06-13,20.97802087351762,21.37086770635503,20.78159745709892,21.33158302307129,44289200,0.0,0.0
2000-06-14,21.940500810636696,22.313705390226755,21.842289079165628,22.156566619873047,79992400,0.0,0.0
2000-06-15,22.254764553590554,22.844034577074858,22.195837551242125,22.74582290649414,65592600,0.0,0.0
2000-06-16,22.82440614002106,22.981544908627058,22.470843910657567,22.804763793945312,68710600,0.0,0.0
2000-06-19,22.804757343903752,23.197604154306916,22.627976279222327,23.1583194732666,46604800,0.0,0.0
2000-06-20,23.217250502636475,23.649382068675393,23.177965814814755,23.551170349121094,62275000,0.0,0.0
2000-06-21,24.199363040702462,25.829677271529007,24.17972070057202,25.358261108398438,160399600,0.0,0.0
2000-06-22,25.574327164412665,25.77075056813319,24.926129932134923,25.1029109954834,87315200,0.0,0.0
2000-06-23,25.122556313524683,25.161840998925037,24.19936620661643,24.41543197631836,49811600,0.0,0.0
2000-06-26,24.35650291682789,25.181481241430124,24.35650291682789,24.985057830810547,48287000,0.0,0.0
2000-06-27,24.90649936201079,25.18149225717495,24.631506466846634,24.76900291442871,31071200,0.0,0.0
2000-06-28,24.82791756262217,25.161837339967562,24.710063523559086,24.80827522277832,37459200,0.0,0.0
2000-06-29,24.592201374996044,24.808267042028756,24.21899704103045,24.258281707763672,38449000,0.0,0.0
2000-06-30,24.21901764571667,25.142208099365234,24.10116354525089,25.142208099365234,52356400,0.0,0.0
2000-07-03,25.04399634897709,25.161850449442863,24.945784598588943,25.142208099365234,15734800,0.0,0.0
2000-07-05,25.102919444916356,25.102919444916356,24.592218423345287,24.670787811279297,34824400,0.0,0.0
2000-07-06,24.788635153752036,25.672540527697233,24.670781103892676,25.436832427978516,47873200,0.0,0.0
2000-07-07,25.539960112150123,26.045750516216927,25.318983722023848,25.7707576751709,54153200,0.0,0.0
2000-07-10,25.3582744073155,25.554697911632427,24.94578504824995,24.96542739868164,52689800,0.0,0.0
2000-07-11,24.768994857161346,25.299338125316265,24.67078314083636,24.867206573486328,37164800,0.0,0.0
2000-07-12,24.592205121823323,25.45646792163181,24.258285403715497,25.240402221679688,58370200,0.0,0.0
2000-07-13,24.7689963930561,25.142200938232996,24.317222469947225,25.12255859375,80843200,0.0,0.0
2000-07-14,24.98505628137294,25.063625640748327,24.651136504027548,24.80827522277832,51180600,0.0,0.0
2000-07-17,24.59220932580108,25.00469845986004,24.356501249195958,24.572566986083984,53992800,0.0,0.0
2000-07-18,24.39579495351026,24.985065363015337,24.336867912559754,24.670787811279297,70617200,0.0,0.0
2000-07-19,23.90472680768396,24.356500609308227,22.883325169229103,22.981536865234375,139924600,0.0,0.0
2000-07-20,23.07974377969154,23.64937149850946,22.981532104033278,23.51187515258789,54690600,0.0,0.0
2000-07-21,23.49223799116156,23.570807348991533,22.588690376116887,22.726186752319336,56100600,0.0,0.0
2000-07-24,22.647618953478453,22.66726129428806,21.999421706761375,22.17620277404785,56165600,0.0,0.0
2000-07-25,22.25477426985036,22.313701297925867,21.488722904868748,21.68514633178711,64188600,0.0,0.0
2000-07-26,21.704786045760052,21.842282427950387,21.135158176685806,21.311939239501953,85404600,0.0,0.0
2000-07-27,21.331587023348423,22.03871145506163,21.21373295139622,21.803003311157227,74337600,0.0,0.0
2000-07-28,22.294059556695913,22.569052361800534,21.881570349038984,21.901212692260742,75645600,0.0,0.0
2000-07-31,22.058340911045605,22.352975918762155,21.763705903329058,21.940486907958984,70283800,0.0,0.0
2000-08-01,21.979776078728353,22.01906075447228,21.429790618313344,21.586929321289062,47163600,0.0,0.0
2000-08-02,21.547652821927457,22.136923181688466,21.52801047660209,21.803003311157227,48269200,0.0,0.0
2000-08-03,21.42979052397704,22.11727234646943,21.410148186191545,22.077987670898438,54543400,0.0,0.0
2000-08-04,21.822643709441422,21.960140114451402,21.42979683798433,21.72443199157715,38107400,0.0,0.0
2000-08-07,22.058347184317455,22.35298227582659,21.920850808279855,21.999420166015625,52741800,0.0,0.0
2000-08-08,22.01905704549754,23.472589803184267,21.999414710934207,23.295808792114258,138038800,0.0,0.0
2000-08-09,23.17796145224009,23.53152357608782,22.981538050102465,23.335100173950195,63945600,0.0,0.0
2000-08-10,23.197602483778937,23.276171840201556,22.54940529329231,22.824398040771484,48986000,0.0,0.0
2000-08-11,22.765480041503906,22.84404942905008,22.51012953197884,22.765480041503906,35629600,0.0,0.0
2000-08-14,22.726197233654204,23.06011715843564,22.431562005905878,22.686912536621094,53427000,0.0,0.0
2000-08-15,22.62798017731512,22.94225767977783,22.470841426083762,22.5101261138916,40714200,0.0,0.0
2000-08-16,22.588694431412385,22.70654848931541,22.17620522875181,22.313701629638672,44976200,0.0,0.0
2000-08-17,22.35299541023621,22.62798832389465,22.176214251455782,22.49049186706543,36112800,0.0,0.0
2000-08-18,22.352986315606344,22.45119803052553,21.999424141897283,22.313701629638672,54438800,0.0,0.0
2000-08-21,22.215485081630472,22.25476975905157,22.019061694524986,22.195842742919922,34119600,0.0,0.0
2000-08-22,22.25477653637267,22.765477498372395,22.068174261795846,22.39227294921875,54428200,0.0,0.0
2000-08-23,22.254774560355465,22.352986275096665,22.117278159717788,22.235132217407227,36726800,0.0,0.0
2000-08-24,22.1958580084132,22.37263917839171,21.979792133995016,22.352996826171875,42405400,0.0,0.0
2000-08-25,22.215485081630472,22.529762500999247,22.176200404209375,22.195842742919922,52729400,0.0,0.0
2000-08-28,22.058350751109543,22.66726337202174,22.038708408499474,22.41191291809082,56421600,0.0,0.0
2000-08-29,22.372629126998298,22.863687711875343,22.274417410022888,22.29405975341797,59400200,0.0,0.0
2000-08-30,22.215485899788995,22.294055257524764,21.901208468845915,21.999420166015625,53498800,0.0,0.0
2000-08-31,22.274406583371075,22.627968592630932,21.901202240263444,21.940486907958984,72575400,0.0,0.0
2000-09-01,21.99942448684815,22.195847919766436,21.901212770389005,22.058351516723633,37629800,0.0,0.0
2000-09-05,21.99941924124053,22.215484965931285,21.940492225415777,22.03870391845703,50755200,0.0,0.0
2000-09-06,22.01906478737626,22.215488202071857,21.783356689741545,21.822641372680664,62960800,0.0,0.0
2000-09-07,21.999429231451412,22.647626699878103,21.822648103698675,22.019071578979492,111711200,0.0,0.0
2000-09-08,22.117283249245347,22.274422028991314,21.744078647348665,21.783363342285156,56709600,0.0,0.0
2000-09-11,21.724436254960423,21.901217381809104,21.390516348690685,21.626224517822266,48495200,0.0,0.0
2000-09-12,21.606577776987617,21.783358867890243,21.253015595182365,21.410154342651367,46781200,0.0,0.0
2000-09-13,21.23336666232937,21.606571071750516,21.11551263830164,21.449432373046875,40744800,0.0,0.0
2000-09-14,21.586931578227713,21.606573918153305,20.6440992617992,20.68338394165039,78503000,0.0,0.0
2000-09-15,20.56553052625498,20.62445754782018,19.897690948516043,20.172683715820312,99915200,0.0,0.0
2000-09-18,20.192319491552926,20.310173496367437,19.544122465073116,19.79947280883789,69037800,0.0,0.0
2000-09-19,19.995904210897592,20.663743840731108,19.917334842681885,20.428035736083984,79311200,0.0,0.0
2000-09-20,20.388747066839198,20.42803174326856,19.8584039350428,20.192323684692383,67791400,0.0,0.0
2000-09-21,20.113756694255112,20.467318823646316,19.976260310602978,20.172683715820312,48952200,0.0,0.0
2000-09-22,19.21020838771413,19.956617302574188,19.170923707984652,19.878047943115234,84476600,0.0,0.0
2000-09-25,19.878047507149834,19.956616864885603,18.99414223262242,19.249492645263672,53484200,0.0,0.0
2000-09-26,19.151290986735226,20.70303661540403,18.99415218889535,19.701276779174805,155704800,0.0,0.0
2000-09-27,19.936977376642915,19.97626206112891,18.797721526549033,19.053071975708008,106155600,0.0,0.0
2000-09-28,19.11199202620169,19.445911722445707,19.053065020982157,19.26913070678711,52360400,0.0,0.0
2000-09-29,19.170926456747896,19.269138170153365,18.424517434866317,18.95486068725586,74053600,0.0,0.0
2000-10-02,19.013785073923508,19.11199677368551,18.306660835637096,18.581653594970703,58562400,0.0,0.0
2000-10-03,18.719149910942626,18.797719270484883,17.756675256549983,17.776317596435547,85374000,0.0,0.0
2000-10-04,17.717391305469743,17.77631832755002,17.12812108466698,17.42275619506836,136453400,0.0,0.0
2000-10-05,17.442404736245457,17.99239047117212,17.363835345541652,17.403120040893555,81099400,0.0,0.0
2000-10-06,17.540607390173108,17.83524245271801,17.206687652622218,17.462038040161133,61794000,0.0,0.0
2000-10-09,17.4816751315107,17.520959794727577,16.65669720395626,17.0299015045166,58323600,0.0,0.0
2000-10-10,16.951342675557527,17.46204361363921,16.91205798801278,17.14776611328125,62066200,0.0,0.0
2000-10-11,16.970983804608675,17.8941738958316,16.970983804608675,17.52096939086914,101205800,0.0,0.0
2000-10-12,17.69775121623072,17.874532304961107,16.912057488540125,17.088838577270508,90219600,0.0,0.0
2000-10-13,16.931694953386174,17.245972353913064,16.38170950246412,16.892410278320312,104521200,0.0,0.0
2000-10-16,16.813841050670995,16.91205273905108,15.57637377708189,15.831724166870117,119759000,0.0,0.0
2000-10-17,16.303135873068957,16.479916864463682,15.79243523126198,15.851362228393555,81276600,0.0,0.0
2000-10-18,15.596017353776572,16.735273029493246,15.222812908283178,16.263856887817383,110536400,0.0,0.0
2000-10-19,18.36559560563829,19.54413650011775,18.22809916794902,19.445924758911133,256993200,0.0,0.0
2000-10-20,19.26913982841221,20.78160034501541,19.2102127952978,20.48696517944336,160378600,0.0,0.0
2000-10-23,20.310178181055324,20.82087898638167,19.07271084507226,19.524484634399414,185170400,0.0,0.0
2000-10-24,19.681628052781267,19.779839769611513,18.91557666150535,19.328065872192383,94427400,0.0,0.0
2000-10-25,19.46555837903704,19.93697452545166,18.99414223262242,19.249492645263672,167603800,0.0,0.0
2000-10-26,19.1709262022801,20.44767845960408,19.111999175018994,20.25125503540039,114826600,0.0,0.0
2000-10-27,20.329817642465525,21.744065826289212,20.310175306579083,21.27264976501465,124292400,0.0,0.0
2000-10-30,21.213727787069605,22.03870608990009,21.17444310598244,21.70478630065918,110057600,0.0,0.0
2000-10-31,21.68513771237133,21.842276391446482,21.37086035422102,21.64585304260254,104474000,0.0,0.0
2000-11-01,21.528006753972875,22.019065302193056,21.508364412044067,21.881568908691406,81309400,0.0,0.0
2000-11-02,22.11727379353841,22.264591336568195,21.881565724690756,22.097631454467773,77985200,0.0,0.0
2000-11-03,21.763709770454156,21.881563794481888,21.39050536103301,21.449432373046875,68711000,0.0,0.0
2000-11-06,21.586929045135168,22.038702810410975,21.44943268179036,21.8422794342041,74851400,0.0,0.0
2000-11-07,21.920858464342484,22.58869823834575,21.842289079165628,22.156566619873047,104331200,0.0,0.0
2000-11-08,22.352984592358773,22.745831421749962,21.370867518880793,21.822641372680664,206149400,0.0,0.0
2000-11-09,21.528005125661373,22.41191044560185,21.508362785218253,22.2744140625,91058600,0.0,0.0
2000-11-10,21.979774262776843,22.097628280271625,20.99765745032033,21.1744384765625,93744400,0.0,0.0
2000-11-13,20.958383533266055,21.410157498837865,20.241437892249927,20.87981414794922,83364800,0.0,0.0
2000-11-14,21.370874001263054,21.94050207666437,21.154808179559108,21.626224517822266,84218600,0.0,0.0
2000-11-15,21.704794018530187,22.274422096844553,21.5869399333617,22.019071578979492,60422200,0.0,0.0
2000-11-16,21.822637436936795,22.470834588528977,21.665498733520508,21.665498733520508,92128600,0.0,0.0
2000-11-17,21.82264034392068,21.999421408812925,21.307028904651624,21.70478630065918,106525600,0.0,0.0
2000-11-20,21.410151778819948,21.528005825308867,20.604815794479016,21.115516662597656,80157200,0.0,0.0
2000-11-21,21.1744452156264,21.76371549064383,21.1744452156264,21.292299270629883,59487600,0.0,0.0
2000-11-22,20.761950566218452,21.842279119805976,20.742308228880496,21.449432373046875,76343200,0.0,0.0
2000-11-24,21.68514319207649,22.136917008578088,21.52800447329333,21.979778289794922,34439200,0.0,0.0
2000-11-27,22.451202316688924,22.706552824227817,22.195851809150028,22.21549415588379,85307600,0.0,0.0
2000-11-28,21.80299806950697,21.920852113125928,20.997662104777433,21.056589126586914,127446200,0.0,0.0
2000-11-29,20.997667094587023,21.095878820941497,19.87805341414599,20.447681427001953,98280400,0.0,0.0
2000-11-30,19.485207019548273,19.504849365334106,17.913819356681476,18.031673431396484,197200800,0.0,0.0
2000-12-01,18.247733278253484,19.053069192578988,17.619178418292115,17.79595947265625,109809800,0.0,0.0
2000-12-04,17.99239008027982,18.542375803257805,17.344192621055765,17.73703956604004,80407200,0.0,0.0
2000-12-05,18.60129609038287,19.013785232830646,18.306660988634462,18.81736183166504,101734400,0.0,0.0
2000-12-06,18.856645308623897,18.876287647487047,17.619177960245455,17.815601348876953,90560800,0.0,0.0
2000-12-07,16.794205149482277,16.970986256318934,16.421000590604894,16.695993423461914,145308400,0.0,0.0
2000-12-08,17.167403653623317,17.560250419152453,16.794199226370637,17.108476638793945,120939800,0.0,0.0
2000-12-11,17.442398120563947,18.463799812308682,17.285259398757063,18.24773406982422,95576200,0.0,0.0
2000-12-12,18.16916430022017,18.856646192660932,17.8352445238918,18.345945358276367,63106000,0.0,0.0
2000-12-13,19.013787681879435,19.013787681879435,17.854889465731823,17.992385864257812,98360400,0.0,0.0
2000-12-14,18.20845332016816,18.458893212112223,17.403117197053927,17.442401885986328,71201400,0.0,0.0
2000-12-15,16.04287750899716,16.34242312517372,15.006744312058562,15.458518028259277,116899800,0.0,0.0
2000-12-18,15.399598444521038,15.713875963796978,14.77104340596916,15.02639389038086,107187400,0.0,0.0
2000-12-19,14.908540418457287,15.085321530138598,13.985350168565994,14.083561897277832,120271800,0.0,0.0
2000-12-20,13.45500495778509,13.828209474862339,13.003231068691575,13.042515754699707,149037800,0.0,0.0
2000-12-21,12.806806589030534,14.181770486625837,12.669310199271003,13.651427268981934,163173000,0.0,0.0
2000-12-22,14.063921572863654,14.810330818350833,14.063921572863654,14.59426498413086,109551800,0.0,0.0
2000-12-26,14.731757164001465,15.262100421905517,14.4174796778361,14.731757164001465,66941600,0.0,0.0
2000-12-27,14.4960532413036,14.712119075523573,14.142490967125463,14.59426498413086,69003800,0.0,0.0
2000-12-28,14.181775527782895,14.535337798558645,13.788928560254282,14.00499439239502,77619200,0.0,0.0
2000-12-29,13.808565505299857,14.397835726009667,13.513930394944953,13.631784439086914,99977600,0.0,0.0
2001-01-02,13.867492527370839,14.142485297035416,13.4746457135643,13.631784439086914,82413200,0.0,0.0
2001-01-03,13.572856082443774,15.360308909509452,13.553213743684811,15.065673828125,135962200,0.0,0.0
2001-01-04,15.02638926352224,15.871009836504536,14.731754179923765,15.22281265258789,112397000,0.0,0.0
2001-01-05,15.242454674407725,15.674586121362584,14.947819596938505,15.438878059387207,93414600,0.0,0.0
2001-01-08,15.37995719909668,15.635307701763674,14.672832730172695,15.37995719909668,79817600,0.0,0.0
2001-01-09,15.713876464254751,16.538854978628127,15.635307081933478,16.283504486083984,114965400,0.0,0.0
2001-01-10,16.028155495934453,16.912061129901424,15.949586106248498,16.6174259185791,90230200,0.0,0.0
2001-01-11,16.656709879094905,17.520973127538507,16.440644066984003,17.28526496887207,101854800,0.0,0.0
2001-01-12,17.24597229021732,17.28525696513809,16.49956346672272,16.813840866088867,73712000,0.0,0.0
2001-01-16,16.774567090373544,16.81385179081938,16.06744248234843,16.519216537475586,68462400,0.0,0.0
2001-01-17,16.85313554243608,17.245982524777247,16.51921560744609,16.637069702148438,72844200,0.0,0.0
2001-01-18,16.872773896466505,17.658467675114537,16.538854040541093,17.442401885986328,109788800,0.0,0.0
2001-01-19,18.856651431224385,19.308425371764137,18.503089216888927,19.170928955078125,209348800,0.0,0.0
2001-01-22,19.092354645600192,19.170924006281673,18.542369120829814,18.895931243896484,76673000,0.0,0.0
2001-01-23,18.778085289355772,19.151289913307405,18.52273475717834,19.033435821533203,70295200,0.0,0.0
2001-01-24,19.17093334936693,19.93698498935188,19.092363950394116,19.77984619140625,110455000,0.0,0.0
2001-01-25,19.720908432083977,20.113755213599596,19.347703989644142,19.426273345947266,85657400,0.0,0.0
2001-01-26,19.170925676822662,20.211969796568155,19.170925676822662,20.113758087158203,93080000,0.0,0.0
2001-01-29,19.976259902466175,20.310179684513297,19.956617562345755,20.27089500427246,84983800,0.0,0.0
2001-01-30,20.270893796661195,20.34946315246221,19.760192983954617,19.91733169555664,57276800,0.0,0.0
2001-01-31,19.79947958314675,20.035187673422307,19.170924675745265,19.190567016601562,81898800,0.0,0.0
